Unnamed: 0,Date,Day of Week,Is Weekday,Is Weekend,Calories Burned,Calories BMR,Steps,Distance (Km),Elevation (Ft),Resting Heart Rate,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories,Active Score,Cardio minutes,Cardio calories,Fat Burn minutes,Fat Burn calories,Peak minutes,Peak calories,Normal Cardio calories,Normal Cardio minutes,Sleep Efficiency,Minutes Asleep,Minutes to fall asleep,Sleep Start time,Sleep End time,Time in bed,Minutes Deep sleep,Deep sleep count,Minutes Light sleep,Light sleep count,Minutes REM sleep,REM sleep count,Minutes Awake,Minutes Awake count,% Deep sleep,% Light sleep,% REM sleep,Day Label,Active exercise,Sleep Bucket,Awake Bucket,% Awake,% Restorative sleep,Restorative sleep mins,Total Sleep Minutes,Total Activity Minutes,Total Sleep Hours,Total Activity Hours
60,2018-08-23,4,True,False,3163,1680,12264,8.04,27.43,63.0,9,710,202,34,80,1698,-1,11.0,110.40766,217.0,1199.42867,0.0,0.0,1795.58335,1173.0,98.0,373.0,0.0,2018-08-23T22:55:00.000,2018-08-24T05:53:00.000,418.0,73.0,5.0,234.0,35.0,66.0,9.0,45.0,36.0,18.0,56.0,16.0,Thu,True,23.0,6.0,10.0,34.0,139.0,373.0,316,6.216666666666667,5.266666666666667
61,2018-08-24,5,True,False,3114,1680,12716,8.37,18.29,63.0,6,692,230,32,68,1676,-1,6.0,59.517,201.0,1062.3201,0.0,0.0,1950.8739,1197.0,94.0,312.0,0.0,2018-08-24T23:02:30.000,2018-08-25T04:43:00.000,340.0,60.0,3.0,161.0,23.0,91.0,6.0,28.0,20.0,18.0,48.0,27.0,Fri,True,23.5,5.0,7.0,45.0,151.0,312.0,330,5.2,5.5
62,2018-08-25,6,False,True,2718,1680,8609,5.53,27.43,63.0,9,838,181,50,31,1281,-1,19.0,30.58326,369.0,1052.32095,0.0,0.0,1620.44586,1041.0,,,,,,,0.0,,0.0,,0.0,,,,,,,Sat,False,,,,,,0.0,262,0.0,4.366666666666666
63,2018-08-26,7,False,True,2585,1680,6541,4.25,39.62,63.0,13,1149,234,54,3,1183,-1,42.0,49.0224,517.0,920.80408,0.0,0.0,1564.28144,841.0,94.0,387.0,0.0,2018-08-26T23:09:00.000,2018-08-27T06:16:30.000,427.0,80.0,5.0,218.0,29.0,89.0,5.0,40.0,28.0,19.0,52.0,21.0,Sun,False,23.5,6.5,8.0,40.0,169.0,387.0,291,6.45,4.85
64,2018-08-27,1,True,False,2401,1680,5264,3.37,21.34,61.0,7,840,147,8,18,778,-1,1.0,10.96886,60.0,322.29778,0.0,0.0,1826.78195,1172.0,96.0,383.0,0.0,2018-08-27T22:36:30.000,2018-08-28T06:03:30.000,447.0,82.0,5.0,229.0,34.0,72.0,7.0,64.0,31.0,19.0,52.0,17.0,Mon,False,23.0,6.5,12.0,36.0,154.0,383.0,173,6.383333333333334,2.8833333333333333
65,2018-08-28,2,True,False,2295,1680,3041,1.61,18.29,60.0,6,845,148,0,0,590,-1,0.0,0.0,28.0,123.6914,0.0,0.0,2113.37259,1364.0,97.0,369.0,0.0,2018-08-28T22:41:30.000,2018-08-29T05:51:30.000,430.0,69.0,5.0,221.0,32.0,79.0,8.0,61.0,32.0,17.0,52.0,19.0,Tue,False,23.0,6.0,12.0,36.0,148.0,369.0,148,6.15,2.466666666666667
66,2018-08-29,3,True,False,3113,1680,10386,6.89,12.19,60.0,4,701,196,49,64,1616,-1,4.0,40.37474,214.0,1157.21473,0.0,0.0,1887.69413,1200.0,97.0,399.0,0.0,2018-08-29T22:20:30.000,2018-08-30T05:55:30.000,455.0,83.0,4.0,232.0,37.0,84.0,9.0,56.0,37.0,19.0,51.0,19.0,Wed,True,22.5,6.0,11.0,38.0,167.0,399.0,309,6.65,5.15
67,2018-08-30,4,True,False,2680,1680,4673,2.9,24.38,60.0,8,747,186,22,30,1139,-1,17.0,128.359,112.0,562.56249,2.0,14.81963,1809.39514,1169.0,96.0,377.0,0.0,2018-08-30T22:39:00.000,2018-08-31T06:00:30.000,441.0,75.0,4.0,194.0,33.0,108.0,11.0,64.0,35.0,18.0,44.0,25.0,Thu,False,23.0,,13.0,43.0,183.0,377.0,238,6.283333333333333,3.966666666666667
68,2018-08-31,5,True,False,3728,1680,17219,11.78,15.24,62.0,5,609,202,53,135,2353,-1,30.0,314.01279,276.0,1612.77249,2.0,24.97166,1601.57025,990.0,,,,,,,0.0,,0.0,,0.0,,,,,,,Fri,True,,,,,,0.0,390,0.0,6.5
69,2018-09-01,6,False,True,3010,1680,10646,6.81,0.0,62.0,0,1046,360,32,2,1681,-1,0.0,0.0,137.0,694.3055,0.0,0.0,1809.74521,875.0,97.0,441.0,0.0,2018-09-01T23:11:30.000,2018-09-02T07:29:30.000,498.0,54.0,3.0,276.0,44.0,111.0,11.0,57.0,41.0,11.0,56.0,23.0,Sat,False,23.5,7.5,10.0,34.0,165.0,441.0,394,7.35,6.566666666666666
70,2018-09-02,7,False,True,2980,1680,11392,7.06,27.43,61.0,9,578,310,27,27,1616,-1,0.0,0.0,108.0,645.99584,0.0,0.0,2309.41179,1317.0,96.0,338.0,0.0,2018-09-02T23:52:30.000,2018-09-03T06:23:30.000,391.0,74.0,3.0,218.0,28.0,46.0,6.0,53.0,28.0,19.0,56.0,12.0,Sun,False,24.0,6.5,13.0,31.0,120.0,338.0,364,5.633333333333334,6.066666666666666
71,2018-09-03,1,True,False,2590,1680,6393,4.1,39.62,62.0,13,825,170,35,19,1027,-1,0.0,0.0,92.0,482.39646,0.0,0.0,2013.48595,1319.0,97.0,368.0,0.0,2018-09-03T22:42:00.000,2018-09-04T05:56:30.000,434.0,91.0,3.0,230.0,29.0,47.0,5.0,66.0,28.0,21.0,53.0,11.0,Mon,False,23.0,6.0,15.0,32.0,138.0,368.0,224,6.133333333333334,3.7333333333333334
72,2018-09-04,2,True,False,3125,1680,11046,7.37,21.34,61.0,7,728,149,31,98,1624,-1,16.0,165.23304,181.0,1097.35276,0.0,0.0,1712.30906,1128.0,96.0,371.0,0.0,2018-09-04T22:41:30.000,2018-09-05T05:41:30.000,420.0,54.0,4.0,224.0,29.0,93.0,9.0,49.0,32.0,13.0,54.0,23.0,Tue,True,23.0,6.0,10.0,36.0,147.0,371.0,278,6.183333333333334,4.633333333333334
73,2018-09-05,3,True,False,2575,1680,7465,4.83,24.38,61.0,8,806,180,13,21,990,-1,0.0,0.0,72.0,449.37319,0.0,0.0,2098.0862,1350.0,99.0,397.0,0.0,2018-09-05T22:58:30.000,2018-09-06T06:15:30.000,437.0,53.0,6.0,267.0,32.0,77.0,7.0,40.0,34.0,13.0,62.0,18.0,Wed,False,23.0,6.5,7.0,31.0,130.0,397.0,214,6.616666666666666,3.566666666666667
74,2018-09-06,4,True,False,3016,1680,7591,4.83,36.58,62.0,12,712,191,59,41,1503,-1,3.0,28.58905,207.0,1087.66749,0.0,0.0,1893.06187,1224.0,99.0,367.0,0.0,2018-09-06T22:42:30.000,2018-09-07T05:42:30.000,420.0,46.0,4.0,250.0,32.0,71.0,6.0,53.0,32.0,11.0,60.0,17.0,Thu,True,23.0,6.0,12.0,28.0,117.0,367.0,291,6.116666666666666,4.85
75,2018-09-07,5,True,False,2369,1680,4157,2.54,6.1,63.0,2,844,167,9,0,743,-1,0.0,0.0,73.0,324.86496,0.0,0.0,1980.69606,1325.0,97.0,353.0,0.0,2018-09-07T23:16:30.000,2018-09-08T06:11:00.000,414.0,70.0,4.0,219.0,25.0,64.0,6.0,61.0,24.0,17.0,53.0,16.0,Fri,False,23.5,6.5,14.0,33.0,134.0,353.0,176,5.883333333333334,2.933333333333333
76,2018-09-08,6,False,True,2530,1680,6605,4.14,48.77,62.0,16,746,280,0,0,1083,-1,0.0,0.0,52.0,262.43581,0.0,0.0,2231.57956,1361.0,96.0,471.0,0.0,2018-09-08T23:08:30.000,2018-09-09T08:15:00.000,546.0,85.0,5.0,286.0,31.0,100.0,9.0,75.0,32.0,16.0,53.0,19.0,Sat,False,23.5,8.5,12.0,35.0,185.0,471.0,280,7.85,4.666666666666667
77,2018-09-09,7,False,True,2290,1680,3469,2.01,24.38,63.0,8,697,197,0,0,729,-1,0.0,0.0,31.0,127.1921,0.0,0.0,2151.7636,1403.0,,,,,,,0.0,,0.0,,0.0,,,,,,,Sun,False,,,,,,0.0,197,0.0,3.283333333333333
78,2018-09-10,1,True,False,2548,1680,4478,2.98,36.58,65.0,12,1259,150,14,17,903,-1,0.0,0.0,225.0,867.0067,0.0,0.0,930.0193,571.0,95.0,384.0,0.0,2018-09-10T23:02:30.000,2018-09-11T06:14:00.000,431.0,63.0,4.0,223.0,32.0,98.0,14.0,47.0,37.0,15.0,52.0,23.0,Mon,False,23.5,6.5,10.0,38.0,161.0,384.0,181,6.4,3.0166666666666666
79,2018-09-11,2,True,False,3044,1680,8649,5.4,33.53,65.0,11,666,289,38,16,1646,-1,1.0,9.10182,258.0,1216.60994,0.0,0.0,1736.81396,1154.0,96.0,381.0,0.0,2018-09-11T22:40:00.000,2018-09-12T05:53:00.000,433.0,78.0,4.0,204.0,32.0,99.0,9.0,52.0,33.0,19.0,48.0,23.0,Tue,False,23.0,6.0,10.0,42.0,177.0,381.0,343,6.35,5.716666666666667
80,2018-09-12,3,True,False,2951,1680,5539,3.31,3.05,65.0,1,712,223,26,46,1417,-1,20.0,160.79882,211.0,862.10572,3.0,36.05721,1867.50676,1191.0,97.0,360.0,0.0,2018-09-13T00:21:00.000,2018-09-13T07:00:00.000,399.0,73.0,5.0,236.0,36.0,51.0,5.0,39.0,33.0,19.0,60.0,13.0,Wed,True,0.5,,8.0,32.0,124.0,360.0,295,6.0,4.916666666666667
81,2018-09-13,4,True,False,2845,1680,7655,5.1,33.53,66.0,11,781,185,39,36,1293,-1,1.0,9.3352,195.0,971.56094,0.0,0.0,1829.34913,1222.0,96.0,405.0,0.0,2018-09-13T22:47:00.000,2018-09-14T06:29:30.000,462.0,72.0,2.0,260.0,31.0,73.0,5.0,57.0,29.0,16.0,57.0,16.0,Thu,False,23.0,6.5,11.0,32.0,145.0,405.0,260,6.75,4.333333333333333
82,2018-09-14,5,True,False,547,507,138,0.09,0.0,,0,0,11,0,0,49,-1,0.0,0.0,9.0,36.40728,0.0,0.0,468.97711,390.0,,,,,,,0.0,,0.0,,0.0,,,,,,,Fri,False,,,,,,0.0,11,0.0,0.18333333333333332
83,2018-09-15,6,False,True,2849,1680,8729,5.56,6.1,68.0,2,649,332,8,2,1429,-1,0.0,0.0,156.0,683.68671,0.0,0.0,2146.39586,1273.0,96.0,374.0,0.0,2018-09-16T00:31:00.000,2018-09-16T07:46:30.000,435.0,61.0,4.0,232.0,29.0,81.0,7.0,61.0,27.0,15.0,54.0,19.0,Sat,False,1.0,8.0,12.0,34.0,142.0,374.0,342,6.233333333333333,5.7
84,2018-09-16,7,False,True,2758,1680,10454,6.72,73.15,67.0,24,668,337,0,0,1388,-1,0.0,0.0,69.0,379.35919,0.0,0.0,2371.1408,1366.0,98.0,393.0,0.0,2018-09-16T22:20:30.000,2018-09-17T05:43:00.000,442.0,95.0,3.0,228.0,29.0,70.0,7.0,49.0,31.0,22.0,52.0,16.0,Sun,False,22.5,6.0,10.0,38.0,165.0,393.0,337,6.55,5.616666666666666
85,2018-09-17,1,True,False,2900,1680,7851,4.95,33.53,67.0,11,736,201,22,39,1333,-1,19.0,194.52223,234.0,875.29169,0.0,0.0,1786.05714,1160.0,97.0,387.0,0.0,2018-09-17T22:40:30.000,2018-09-18T05:58:30.000,438.0,65.0,4.0,259.0,30.0,63.0,5.0,51.0,30.0,15.0,60.0,15.0,Mon,False,23.0,6.0,10.0,30.0,128.0,387.0,262,6.45,4.366666666666666
86,2018-09-18,2,True,False,2935,1680,9979,6.57,27.43,67.0,9,740,183,24,55,1409,-1,26.0,270.95418,172.0,829.43252,1.0,12.13576,1684.42015,1128.0,99.0,434.0,0.0,2018-09-18T22:40:00.000,2018-09-19T06:28:30.000,468.0,83.0,5.0,248.0,33.0,103.0,12.0,34.0,37.0,18.0,53.0,23.0,Tue,True,23.0,6.5,6.0,41.0,186.0,434.0,262,7.233333333333333,4.366666666666666
87,2018-09-19,3,True,False,3326,1680,11274,7.36,21.34,66.0,7,606,276,33,57,1863,-1,22.0,226.3786,360.0,1404.71422,0.0,0.0,1663.29926,1038.0,99.0,377.0,0.0,2018-09-19T23:18:00.000,2018-09-20T06:20:30.000,422.0,65.0,2.0,239.0,31.0,73.0,7.0,45.0,31.0,16.0,57.0,18.0,Wed,True,23.5,6.5,9.0,34.0,138.0,377.0,366,6.283333333333333,6.1
88,2018-09-20,4,True,False,3398,1680,11535,7.44,12.19,67.0,4,650,225,59,84,2000,-1,26.0,251.70033,282.0,1420.81744,0.0,0.0,1686.75395,1105.0,98.0,394.0,0.0,2018-09-20T23:15:00.000,2018-09-21T06:56:30.000,461.0,96.0,6.0,203.0,30.0,95.0,11.0,67.0,28.0,21.0,45.0,21.0,Thu,True,23.5,7.0,13.0,42.0,191.0,394.0,368,6.566666666666666,6.133333333333334
89,2018-09-21,5,True,False,2595,1680,7443,4.84,48.77,66.0,16,698,256,23,2,1135,-1,0.0,0.0,68.0,325.68179,0.0,0.0,2172.18435,1298.0,97.0,,0.0,2018-09-22T14:53:00.000,2018-09-22T16:46:00.000,113.0,0.0,,0.0,,0.0,,,,,,,Fri,False,15.0,17.0,,,,0.0,281,0.0,4.683333333333334
90,2018-09-22,6,False,True,4085,1680,25570,16.62,320.04,65.0,105,658,581,78,10,3089,-1,0.0,0.0,350.0,1736.3472,0.0,0.0,2283.85668,1051.0,97.0,489.0,0.0,2018-09-22T22:43:00.000,2018-09-23T08:17:30.000,574.0,108.0,6.0,236.0,38.0,145.0,15.0,85.0,37.0,19.0,42.0,26.0,Sat,False,23.0,8.5,13.0,45.0,253.0,489.0,669,8.15,11.15
91,2018-09-23,7,False,True,2717,1680,8899,6.28,18.29,64.0,6,605,205,23,33,1256,-1,10.0,103.97079,100.0,488.11427,1.0,13.30266,2092.60177,1323.0,,,,,,,0.0,,0.0,,0.0,,,,,,,Sun,False,,,,,,0.0,261,0.0,4.35
92,2018-09-24,1,True,False,3047,1680,10833,5.98,27.43,63.0,9,1113,293,15,19,1565,-1,0.0,0.0,303.0,1293.27527,0.0,0.0,1697.72281,1102.0,98.0,425.0,0.0,2018-09-24T22:52:00.000,2018-09-25T06:38:00.000,466.0,57.0,5.0,262.0,31.0,106.0,12.0,41.0,31.0,13.0,57.0,23.0,Mon,False,23.0,7.0,7.0,36.0,163.0,425.0,327,7.083333333333333,5.45
93,2018-09-25,2,True,False,2832,1543,10069,6.87,24.38,63.0,8,580,192,39,46,1422,-1,0.0,0.0,225.0,1082.99989,0.0,0.0,1706.82463,1063.0,,,,,,,0.0,,0.0,,0.0,,,,,,,Tue,True,,,,,,0.0,277,0.0,4.616666666666666
94,2018-09-26,3,True,False,2276,1680,4892,3.19,24.38,63.0,8,898,138,3,12,657,-1,0.0,0.0,39.0,231.86303,0.0,0.0,1699.0064,1105.0,97.0,376.0,0.0,2018-09-26T22:57:00.000,2018-09-27T06:04:00.000,427.0,72.0,4.0,229.0,31.0,75.0,7.0,51.0,33.0,17.0,54.0,18.0,Wed,False,23.0,6.5,11.0,35.0,147.0,376.0,153,6.266666666666667,2.55
95,2018-09-27,4,True,False,3036,1680,9433,6.96,3.05,63.0,1,710,227,35,41,1531,-1,6.0,70.59745,205.0,991.51493,2.0,28.58905,1921.65092,1213.0,99.0,380.0,0.0,2018-09-27T22:55:00.000,2018-09-28T06:10:30.000,435.0,83.0,3.0,198.0,32.0,99.0,10.0,55.0,35.0,20.0,46.0,23.0,Thu,True,23.0,6.5,11.0,43.0,182.0,380.0,303,6.333333333333333,5.05
96,2018-09-28,5,True,False,2973,1680,8652,5.75,24.38,63.0,8,762,157,22,64,1412,-1,16.0,172.00106,176.0,882.40978,10.0,123.34133,1634.36014,1107.0,97.0,398.0,0.0,2018-09-28T22:41:00.000,2018-09-29T06:37:30.000,476.0,54.0,4.0,243.0,32.0,101.0,8.0,78.0,35.0,12.0,52.0,22.0,Fri,True,23.0,7.0,14.0,34.0,155.0,398.0,243,6.633333333333334,4.05
97,2018-09-29,6,False,True,3020,1680,10748,6.66,30.48,63.0,10,566,382,9,7,1698,-1,0.0,0.0,147.0,721.96103,0.0,0.0,2221.42753,1242.0,94.0,385.0,0.0,2018-09-30T01:24:00.000,2018-09-30T08:47:00.000,443.0,37.0,2.0,261.0,33.0,87.0,7.0,58.0,28.0,9.0,59.0,20.0,Sat,False,1.5,9.0,12.0,29.0,124.0,385.0,398,6.416666666666667,6.633333333333334
98,2018-09-30,7,False,True,3185,1680,12775,9.29,12.19,64.0,4,631,288,39,39,1826,-1,25.0,284.02346,158.0,815.19634,0.0,0.0,2064.01272,1238.0,95.0,397.0,0.0,2018-09-30T23:11:00.000,2018-10-01T06:31:30.000,440.0,109.0,2.0,183.0,25.0,105.0,14.0,43.0,31.0,25.0,42.0,24.0,Sun,False,23.5,7.0,9.0,49.0,214.0,397.0,366,6.616666666666666,6.1
99,2018-10-01,1,True,False,2491,1680,7166,4.79,18.29,62.0,6,803,167,4,26,872,-1,0.0,0.0,56.0,347.7362,0.0,0.0,2128.4256,1373.0,97.0,437.0,0.0,2018-10-01T22:54:30.000,2018-10-02T06:57:30.000,483.0,100.0,5.0,212.0,33.0,125.0,17.0,46.0,41.0,21.0,44.0,26.0,Mon,False,23.0,7.0,9.0,47.0,225.0,437.0,197,7.283333333333333,3.283333333333333
100,2018-10-02,2,True,False,2394,1680,6271,4.95,6.1,62.0,2,745,200,3,9,870,-1,1.0,10.5021,34.0,204.32419,0.0,0.0,2025.85509,1277.0,96.0,384.0,0.0,2018-10-02T22:49:30.000,2018-10-03T06:04:30.000,435.0,83.0,3.0,247.0,35.0,54.0,8.0,51.0,38.0,20.0,57.0,13.0,Tue,False,23.0,6.5,10.0,33.0,137.0,384.0,212,6.4,3.533333333333333
101,2018-10-03,3,True,False,3011,1680,10595,7.51,54.86,61.0,18,694,232,44,35,1519,-1,4.0,42.70854,162.0,861.40558,0.0,0.0,2041.14148,1251.0,96.0,390.0,0.0,2018-10-03T22:35:30.000,2018-10-04T05:59:00.000,443.0,106.0,5.0,219.0,33.0,65.0,6.0,53.0,34.0,24.0,50.0,15.0,Wed,False,23.0,6.0,11.0,39.0,171.0,390.0,311,6.5,5.183333333333334
102,2018-10-04,4,True,False,522,469,269,0.16,0.0,62.0,0,0,20,0,0,71,-1,0.0,0.0,1.0,4.43422,0.0,0.0,503.86742,390.0,,,,,,,0.0,,0.0,,0.0,,,,,,,Thu,False,,,,,,0.0,20,0.0,0.3333333333333333
103,2018-10-05,5,True,False,2665,1675,5844,3.4,6.1,63.0,2,790,277,0,0,1148,-1,0.0,0.0,119.0,499.56396,0.0,0.0,2116.45728,1279.0,95.0,380.0,0.0,2018-10-06T00:30:30.000,2018-10-06T07:32:30.000,422.0,82.0,3.0,209.0,30.0,89.0,9.0,42.0,31.0,20.0,50.0,22.0,Fri,False,0.5,8.0,8.0,42.0,171.0,380.0,277,6.333333333333333,4.616666666666666
104,2018-10-06,6,False,True,2947,1675,12079,8.08,18.29,63.0,6,756,170,24,68,1487,-1,27.0,279.216,131.0,796.11462,0.0,0.0,1454.48268,928.0,,,,,,,0.0,,0.0,,0.0,,,,,,,Sat,True,,,,,,0.0,262,0.0,4.366666666666666
105,2018-10-07,7,False,True,1272,1272,0,0.0,0.0,,0,1094,0,0,0,0,-1,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,Sun,False,,,,,,0.0,0,0.0,0.0
106,2018-10-08,1,True,False,3353,1675,11066,7.03,24.38,64.0,8,658,238,61,66,1920,-1,4.0,38.62488,297.0,1517.30628,0.0,0.0,1781.86344,1126.0,98.0,382.0,0.0,2018-10-08T22:34:30.000,2018-10-09T05:35:30.000,421.0,78.0,3.0,214.0,26.0,90.0,8.0,39.0,29.0,19.0,51.0,22.0,Mon,True,23.0,6.0,8.0,41.0,168.0,382.0,365,6.366666666666666,6.083333333333333
107,2018-10-09,2,True,False,1500,686,6763,5.14,3.05,,1,13,78,19,59,973,-1,22.0,227.4447,105.0,586.81896,0.0,0.0,648.36282,441.0,,,,,,,0.0,,0.0,,0.0,,,,,,,Tue,True,,,,,,0.0,156,0.0,2.6
108,2018-10-10,3,True,False,3162,1675,12982,9.28,33.53,65.0,11,695,232,23,69,1713,-1,11.0,107.96352,239.0,1222.26804,0.0,0.0,1780.35102,1155.0,95.0,376.0,0.0,2018-10-10T22:49:00.000,2018-10-11T05:54:00.000,425.0,80.0,3.0,221.0,34.0,75.0,6.0,49.0,32.0,19.0,52.0,18.0,Wed,True,23.0,6.0,11.0,37.0,155.0,376.0,324,6.266666666666667,5.4
109,2018-10-11,4,True,False,3034,1675,10386,6.54,27.43,64.0,9,686,269,19,41,1581,-1,2.0,20.24316,207.0,1043.22078,0.0,0.0,1902.97338,1177.0,93.0,402.0,0.0,2018-10-11T22:08:30.000,2018-10-12T05:53:30.000,465.0,98.0,4.0,238.0,30.0,66.0,8.0,63.0,31.0,22.0,52.0,15.0,Thu,True,22.5,6.0,11.0,37.0,164.0,402.0,329,6.7,5.483333333333333
110,2018-10-12,5,True,False,697,563,1081,0.62,0.0,65.0,0,0,32,8,1,167,-1,0.0,0.0,13.0,65.96478,0.0,0.0,603.92094,448.0,,,,,,,0.0,,0.0,,0.0,,,,,,,Fri,False,,,,,,0.0,41,0.0,0.6833333333333333
111,2018-10-13,6,False,True,2304,1675,6304,4.08,27.43,64.0,9,840,181,0,0,792,-1,0.0,0.0,62.0,328.42782,0.0,0.0,1598.16258,1057.0,98.0,396.0,0.0,2018-10-13T23:30:00.000,2018-10-14T06:45:30.000,435.0,87.0,3.0,180.0,27.0,129.0,14.0,39.0,29.0,20.0,42.0,30.0,Sat,False,23.5,7.0,8.0,50.0,216.0,396.0,181,6.6,3.0166666666666666
112,2018-10-14,7,False,True,3008,1675,11779,7.55,6.1,62.0,2,667,245,30,63,1639,-1,3.0,28.38696,151.0,940.72524,0.0,0.0,2011.5186,1267.0,97.0,403.0,0.0,2018-10-14T22:16:30.000,2018-10-15T05:55:30.000,459.0,95.0,4.0,204.0,25.0,104.0,8.0,56.0,28.0,21.0,45.0,23.0,Sun,True,22.5,6.0,11.0,44.0,199.0,403.0,338,6.716666666666667,5.633333333333334
113,2018-10-15,1,True,False,2896,1675,7794,4.95,33.53,60.0,11,668,270,34,9,1421,-1,0.0,0.0,154.0,785.52768,0.0,0.0,2058.86898,1245.0,95.0,337.0,0.0,2018-10-15T22:41:00.000,2018-10-16T05:13:00.000,392.0,63.0,3.0,206.0,23.0,68.0,6.0,55.0,23.0,17.0,53.0,18.0,Mon,False,23.0,5.5,12.0,35.0,131.0,337.0,313,5.616666666666666,5.216666666666667
114,2018-10-16,2,True,False,3010,1675,9593,6.18,21.34,61.0,7,736,237,36,39,1522,-1,0.0,0.0,202.0,1027.04952,0.0,0.0,1947.29892,1211.0,98.0,389.0,0.0,2018-10-16T23:03:30.000,2018-10-17T06:20:30.000,437.0,99.0,4.0,179.0,23.0,111.0,7.0,48.0,21.0,23.0,41.0,26.0,Tue,False,23.5,6.5,10.0,49.0,210.0,389.0,312,6.483333333333333,5.2
115,2018-10-17,3,True,False,577,516,455,0.2,0.0,61.0,0,0,17,0,0,74,-1,0.0,0.0,7.0,37.69416,0.0,0.0,506.079,410.0,,,,,,,0.0,,0.0,,0.0,,,,,,,Wed,False,,,,,,0.0,17,0.0,0.2833333333333333
